dataset,llm,n_train_shot,n_demo_shot,method,seed,acc,running_time
wiki-zh,/data/llmweights/gpt2-xl,128,1,Nearest Neighbors,5,0.6460381723539619,0.8954794406890869
wiki-zh,/data/llmweights/gpt2-xl,128,1,MLP,5,0.6385193753614806,4.408613443374634
wiki-zh,/data/llmweights/gpt2-xl,128,1,Logistic Regression,5,0.6229034123770966,0.43187808990478516
wiki-zh,/data/llmweights/gpt2-xl,8,4,Nearest Neighbors,1,0.5806824754193175,1.272338628768921
wiki-zh,/data/llmweights/gpt2-xl,8,4,MLP,1,0.4551764025448236,0.6447763442993164
wiki-zh,/data/llmweights/gpt2-xl,8,4,Logistic Regression,1,0.4898785425101215,0.2853970527648926
wiki-zh,/data/llmweights/gpt2-xl,8,4,Nearest Neighbors,2,0.4956622325043378,1.1788780689239502
wiki-zh,/data/llmweights/gpt2-xl,8,4,MLP,2,0.5835743204164257,0.7519776821136475
wiki-zh,/data/llmweights/gpt2-xl,8,4,Logistic Regression,2,0.5945633314054367,0.27278900146484375
wiki-zh,/data/llmweights/gpt2-xl,8,4,Nearest Neighbors,3,0.5211104684788895,1.1182992458343506
wiki-zh,/data/llmweights/gpt2-xl,8,4,MLP,3,0.5211104684788895,0.42138075828552246
wiki-zh,/data/llmweights/gpt2-xl,8,4,Logistic Regression,3,0.5211104684788895,0.2677793502807617
wiki-zh,/data/llmweights/gpt2-xl,8,4,Nearest Neighbors,4,0.6344707923655292,0.9166786670684814
wiki-zh,/data/llmweights/gpt2-xl,8,4,MLP,4,0.6286871023713129,0.6270389556884766
wiki-zh,/data/llmweights/gpt2-xl,8,4,Logistic Regression,4,0.6286871023713129,0.25508904457092285
wiki-zh,/data/llmweights/gpt2-xl,8,4,Nearest Neighbors,5,0.6691729323308271,0.9961292743682861
wiki-zh,/data/llmweights/gpt2-xl,8,4,MLP,5,0.6200115673799884,0.5854170322418213
wiki-zh,/data/llmweights/gpt2-xl,8,4,Logistic Regression,5,0.6130711393869288,0.26723766326904297
wiki-zh,/data/llmweights/gpt2-xl,16,4,Nearest Neighbors,1,0.503181029496819,0.95082688331604
wiki-zh,/data/llmweights/gpt2-xl,16,4,MLP,1,0.5962984384037016,0.6843702793121338
wiki-zh,/data/llmweights/gpt2-xl,16,4,Logistic Regression,1,0.5708502024291497,0.2684314250946045
wiki-zh,/data/llmweights/gpt2-xl,16,4,Nearest Neighbors,2,0.664545980335454,1.0092175006866455
wiki-zh,/data/llmweights/gpt2-xl,16,4,MLP,2,0.6495083863504916,0.616671085357666
wiki-zh,/data/llmweights/gpt2-xl,16,4,Logistic Regression,2,0.6564488143435512,0.28161072731018066
wiki-zh,/data/llmweights/gpt2-xl,16,4,Nearest Neighbors,3,0.6807403123192597,1.2259135246276855
wiki-zh,/data/llmweights/gpt2-xl,16,4,MLP,3,0.5760555234239445,0.7354555130004883
wiki-zh,/data/llmweights/gpt2-xl,16,4,Logistic Regression,3,0.5748987854251012,0.2359483242034912
wiki-zh,/data/llmweights/gpt2-xl,16,4,Nearest Neighbors,4,0.5159051474840949,0.8973393440246582
wiki-zh,/data/llmweights/gpt2-xl,16,4,MLP,4,0.525159051474841,0.6525096893310547
wiki-zh,/data/llmweights/gpt2-xl,16,4,Logistic Regression,4,0.4916136495083864,0.26731157302856445
wiki-zh,/data/llmweights/gpt2-xl,16,4,Nearest Neighbors,5,0.6419895893580104,1.010944128036499
wiki-zh,/data/llmweights/gpt2-xl,16,4,MLP,5,0.6408328513591671,0.6070482730865479
wiki-zh,/data/llmweights/gpt2-xl,16,4,Logistic Regression,5,0.6396761133603239,0.28154850006103516
wiki-zh,/data/llmweights/gpt2-xl,32,4,Nearest Neighbors,1,0.6876807403123193,1.0885908603668213
wiki-zh,/data/llmweights/gpt2-xl,32,4,MLP,1,0.6795835743204164,0.8278141021728516
wiki-zh,/data/llmweights/gpt2-xl,32,4,Logistic Regression,1,0.6622325043377675,0.2888212203979492
wiki-zh,/data/llmweights/gpt2-xl,32,4,Nearest Neighbors,2,0.5390399074609601,0.9832234382629395
wiki-zh,/data/llmweights/gpt2-xl,32,4,MLP,2,0.5835743204164257,0.8832798004150391
wiki-zh,/data/llmweights/gpt2-xl,32,4,Logistic Regression,2,0.5818392134181608,0.3570125102996826
wiki-zh,/data/llmweights/gpt2-xl,32,4,Nearest Neighbors,3,0.6564488143435512,1.0553076267242432
wiki-zh,/data/llmweights/gpt2-xl,32,4,MLP,3,0.6587622903412377,1.1140024662017822
wiki-zh,/data/llmweights/gpt2-xl,32,4,Logistic Regression,3,0.6628108733371891,0.3178222179412842
wiki-zh,/data/llmweights/gpt2-xl,32,4,Nearest Neighbors,4,0.6026604973973395,1.1796302795410156
wiki-zh,/data/llmweights/gpt2-xl,32,4,MLP,4,0.6165413533834586,0.7298023700714111
wiki-zh,/data/llmweights/gpt2-xl,32,4,Logistic Regression,4,0.6026604973973395,0.2584869861602783
wiki-zh,/data/llmweights/gpt2-xl,32,4,Nearest Neighbors,5,0.6350491613649508,1.3747808933258057
wiki-zh,/data/llmweights/gpt2-xl,32,4,MLP,5,0.6257952573742047,0.7430565357208252
wiki-zh,/data/llmweights/gpt2-xl,32,4,Logistic Regression,5,0.584731058415269,0.3159365653991699
wiki-zh,/data/llmweights/gpt2-xl,64,4,Nearest Neighbors,1,0.6547137073452863,1.3755943775177002
wiki-zh,/data/llmweights/gpt2-xl,64,4,MLP,1,0.633314054366686,1.3533110618591309
wiki-zh,/data/llmweights/gpt2-xl,64,4,Logistic Regression,1,0.6136495083863505,0.3746919631958008
wiki-zh,/data/llmweights/gpt2-xl,64,4,Nearest Neighbors,2,0.5910931174089069,1.2715332508087158
wiki-zh,/data/llmweights/gpt2-xl,64,4,MLP,2,0.5928282244071718,1.5506846904754639
wiki-zh,/data/llmweights/gpt2-xl,64,4,Logistic Regression,2,0.582995951417004,0.34854626655578613
wiki-zh,/data/llmweights/gpt2-xl,64,4,Nearest Neighbors,3,0.6500867553499132,1.1931374073028564
wiki-zh,/data/llmweights/gpt2-xl,64,4,MLP,3,0.6124927703875073,1.8522610664367676
wiki-zh,/data/llmweights/gpt2-xl,64,4,Logistic Regression,3,0.606709080393291,0.3433094024658203
wiki-zh,/data/llmweights/gpt2-xl,64,4,Nearest Neighbors,4,0.5766338924233662,1.1073729991912842
wiki-zh,/data/llmweights/gpt2-xl,64,4,MLP,4,0.6257952573742047,1.2446298599243164
wiki-zh,/data/llmweights/gpt2-xl,64,4,Logistic Regression,4,0.5980335454019664,0.32508206367492676
wiki-zh,/data/llmweights/gpt2-xl,64,4,Nearest Neighbors,5,0.5598611914401388,1.3523528575897217
wiki-zh,/data/llmweights/gpt2-xl,64,4,MLP,5,0.5772122614227877,1.248084306716919
wiki-zh,/data/llmweights/gpt2-xl,64,4,Logistic Regression,5,0.5656448814343551,0.3237776756286621
wiki-zh,/data/llmweights/gpt2-xl,128,4,Nearest Neighbors,1,0.6015037593984962,1.2108840942382812
wiki-zh,/data/llmweights/gpt2-xl,128,4,MLP,1,0.6292654713707345,2.71496844291687
wiki-zh,/data/llmweights/gpt2-xl,128,4,Logistic Regression,1,0.5991902834008097,0.3813807964324951
wiki-zh,/data/llmweights/gpt2-xl,128,4,Nearest Neighbors,2,0.6321573163678427,1.2304580211639404
wiki-zh,/data/llmweights/gpt2-xl,128,4,MLP,2,0.6813186813186813,3.7354681491851807
wiki-zh,/data/llmweights/gpt2-xl,128,4,Logistic Regression,2,0.6576055523423945,0.4077107906341553
wiki-zh,/data/llmweights/gpt2-xl,128,4,Nearest Neighbors,3,0.6130711393869288,1.256937026977539
wiki-zh,/data/llmweights/gpt2-xl,128,4,MLP,3,0.6061307113938693,4.427214622497559
wiki-zh,/data/llmweights/gpt2-xl,128,4,Logistic Regression,3,0.5945633314054367,0.4116339683532715
wiki-zh,/data/llmweights/gpt2-xl,128,4,Nearest Neighbors,4,0.5523423944476576,1.2200493812561035
wiki-zh,/data/llmweights/gpt2-xl,128,4,MLP,4,0.6286871023713129,3.3828511238098145
wiki-zh,/data/llmweights/gpt2-xl,128,4,Logistic Regression,4,0.5991902834008097,0.36861467361450195
wiki-zh,/data/llmweights/gpt2-xl,128,4,Nearest Neighbors,5,0.589358010410642,1.277801752090454
wiki-zh,/data/llmweights/gpt2-xl,128,4,MLP,5,0.6182764603817236,3.7055554389953613
wiki-zh,/data/llmweights/gpt2-xl,128,4,Logistic Regression,5,0.6292654713707345,0.40335798263549805
wiki-zh,/data/llmweights/gpt2-xl,16,8,Nearest Neighbors,1,0.6859456333140543,1.653667688369751
wiki-zh,/data/llmweights/gpt2-xl,16,8,MLP,1,0.5332562174667438,0.5073561668395996
wiki-zh,/data/llmweights/gpt2-xl,16,8,Logistic Regression,1,0.5546558704453441,0.27048182487487793
wiki-zh,/data/llmweights/gpt2-xl,16,8,Nearest Neighbors,2,0.64893001735107,1.0252799987792969
wiki-zh,/data/llmweights/gpt2-xl,16,8,MLP,2,0.6142278773857721,0.47689390182495117
wiki-zh,/data/llmweights/gpt2-xl,16,8,Logistic Regression,2,0.6298438403701562,0.25374650955200195
wiki-zh,/data/llmweights/gpt2-xl,16,8,Nearest Neighbors,3,0.5991902834008097,0.9678256511688232
wiki-zh,/data/llmweights/gpt2-xl,16,8,MLP,3,0.6448814343551186,0.6072835922241211
wiki-zh,/data/llmweights/gpt2-xl,16,8,Logistic Regression,3,0.6165413533834586,0.2596879005432129
wiki-zh,/data/llmweights/gpt2-xl,16,8,Nearest Neighbors,4,0.6240601503759399,1.075761318206787
wiki-zh,/data/llmweights/gpt2-xl,16,8,MLP,4,0.5378831694621168,0.6436536312103271
wiki-zh,/data/llmweights/gpt2-xl,16,8,Logistic Regression,4,0.5621746674378253,0.27115917205810547
wiki-zh,/data/llmweights/gpt2-xl,16,8,Nearest Neighbors,5,0.5349913244650086,0.9737346172332764
wiki-zh,/data/llmweights/gpt2-xl,16,8,MLP,5,0.5228455754771544,0.5304510593414307
wiki-zh,/data/llmweights/gpt2-xl,16,8,Logistic Regression,5,0.5159051474840949,0.26082587242126465
wiki-zh,/data/llmweights/gpt2-xl,32,8,Nearest Neighbors,1,0.6176980913823019,1.0615627765655518
wiki-zh,/data/llmweights/gpt2-xl,32,8,MLP,1,0.6153846153846154,0.7748427391052246
wiki-zh,/data/llmweights/gpt2-xl,32,8,Logistic Regression,1,0.6032388663967612,0.3047823905944824
wiki-zh,/data/llmweights/gpt2-xl,32,8,Nearest Neighbors,2,0.6882591093117408,0.94850754737854
wiki-zh,/data/llmweights/gpt2-xl,32,8,MLP,2,0.6570271833429728,0.848588228225708
wiki-zh,/data/llmweights/gpt2-xl,32,8,Logistic Regression,2,0.6784268363215732,0.3123757839202881
wiki-zh,/data/llmweights/gpt2-xl,32,8,Nearest Neighbors,3,0.5425101214574899,1.09065580368042
wiki-zh,/data/llmweights/gpt2-xl,32,8,MLP,3,0.5974551764025449,0.7441267967224121
wiki-zh,/data/llmweights/gpt2-xl,32,8,Logistic Regression,3,0.6009253903990746,0.3090338706970215
wiki-zh,/data/llmweights/gpt2-xl,32,8,Nearest Neighbors,4,0.6680161943319838,0.972771406173706
wiki-zh,/data/llmweights/gpt2-xl,32,8,MLP,4,0.6552920763447079,0.8590824604034424
wiki-zh,/data/llmweights/gpt2-xl,32,8,Logistic Regression,4,0.6500867553499132,0.3289628028869629
wiki-zh,/data/llmweights/gpt2-xl,32,8,Nearest Neighbors,5,0.6483516483516484,1.125241994857788
wiki-zh,/data/llmweights/gpt2-xl,32,8,MLP,5,0.6547137073452863,0.88576340675354
wiki-zh,/data/llmweights/gpt2-xl,32,8,Logistic Regression,5,0.6552920763447079,0.31150221824645996
wiki-zh,/data/llmweights/gpt2-xl,64,8,Nearest Neighbors,1,0.6448814343551186,1.0780456066131592
wiki-zh,/data/llmweights/gpt2-xl,64,8,MLP,1,0.5870445344129555,1.7314836978912354
wiki-zh,/data/llmweights/gpt2-xl,64,8,Logistic Regression,1,0.5957200694042799,0.324282169342041
wiki-zh,/data/llmweights/gpt2-xl,64,8,Nearest Neighbors,2,0.5928282244071718,1.0420444011688232
wiki-zh,/data/llmweights/gpt2-xl,64,8,MLP,2,0.6396761133603239,1.2482964992523193
wiki-zh,/data/llmweights/gpt2-xl,64,8,Logistic Regression,2,0.606709080393291,0.4223020076751709
wiki-zh,/data/llmweights/gpt2-xl,64,8,Nearest Neighbors,3,0.6038172353961828,1.2477848529815674
wiki-zh,/data/llmweights/gpt2-xl,64,8,MLP,3,0.6217466743782534,1.4107270240783691
wiki-zh,/data/llmweights/gpt2-xl,64,8,Logistic Regression,3,0.6217466743782534,0.3693356513977051
wiki-zh,/data/llmweights/gpt2-xl,64,8,Nearest Neighbors,4,0.6101792943898207,1.0195109844207764
wiki-zh,/data/llmweights/gpt2-xl,64,8,MLP,4,0.6275303643724697,1.386214256286621
wiki-zh,/data/llmweights/gpt2-xl,64,8,Logistic Regression,4,0.6234817813765182,0.3392496109008789
wiki-zh,/data/llmweights/gpt2-xl,64,8,Nearest Neighbors,5,0.589358010410642,0.9451930522918701
wiki-zh,/data/llmweights/gpt2-xl,64,8,MLP,5,0.5853094274146906,1.503840684890747
wiki-zh,/data/llmweights/gpt2-xl,64,8,Logistic Regression,5,0.578368999421631,0.3470113277435303
wiki-zh,/data/llmweights/gpt2-xl,128,8,Nearest Neighbors,1,0.658183921341816,1.0603232383728027
wiki-zh,/data/llmweights/gpt2-xl,128,8,MLP,1,0.6373626373626373,3.282360792160034
wiki-zh,/data/llmweights/gpt2-xl,128,8,Logistic Regression,1,0.5905147484094853,0.37352418899536133
wiki-zh,/data/llmweights/gpt2-xl,128,8,Nearest Neighbors,2,0.6524002313475997,0.9874434471130371
wiki-zh,/data/llmweights/gpt2-xl,128,8,MLP,2,0.6871023713128976,3.0563018321990967
wiki-zh,/data/llmweights/gpt2-xl,128,8,Logistic Regression,2,0.6662810873337189,0.39546775817871094
wiki-zh,/data/llmweights/gpt2-xl,128,8,Nearest Neighbors,3,0.6148062463851938,1.3396551609039307
wiki-zh,/data/llmweights/gpt2-xl,128,8,MLP,3,0.6171197223828803,2.6726129055023193
wiki-zh,/data/llmweights/gpt2-xl,128,8,Logistic Regression,3,0.589358010410642,0.3798670768737793
wiki-zh,/data/llmweights/gpt2-xl,128,8,Nearest Neighbors,4,0.6020821283979179,1.3868975639343262
wiki-zh,/data/llmweights/gpt2-xl,128,8,MLP,4,0.611336032388664,3.024266004562378
wiki-zh,/data/llmweights/gpt2-xl,128,8,Logistic Regression,4,0.6101792943898207,0.38121509552001953
wiki-zh,/data/llmweights/gpt2-xl,128,8,Nearest Neighbors,5,0.6032388663967612,1.1470146179199219
wiki-zh,/data/llmweights/gpt2-xl,128,8,MLP,5,0.6362058993637941,3.515308380126953
wiki-zh,/data/llmweights/gpt2-xl,128,8,Logistic Regression,5,0.6431463273568536,0.3919484615325928
wiki-zh,/data/llmweights/gpt2-xl,32,16,Nearest Neighbors,1,0.5511856564488143,0.9962408542633057
wiki-zh,/data/llmweights/gpt2-xl,32,16,MLP,1,0.5430884904569115,0.6110813617706299
wiki-zh,/data/llmweights/gpt2-xl,32,16,Logistic Regression,1,0.5743204164256795,0.2766735553741455
wiki-zh,/data/llmweights/gpt2-xl,32,16,Nearest Neighbors,2,0.5876229034123771,1.0661754608154297
wiki-zh,/data/llmweights/gpt2-xl,32,16,MLP,2,0.5922498554077501,0.6362934112548828
wiki-zh,/data/llmweights/gpt2-xl,32,16,Logistic Regression,2,0.582995951417004,0.28596019744873047
wiki-zh,/data/llmweights/gpt2-xl,32,16,Nearest Neighbors,3,0.5835743204164257,0.9309775829315186
wiki-zh,/data/llmweights/gpt2-xl,32,16,MLP,3,0.6148062463851938,0.7445933818817139
wiki-zh,/data/llmweights/gpt2-xl,32,16,Logistic Regression,3,0.6136495083863505,0.29233741760253906
wiki-zh,/data/llmweights/gpt2-xl,32,16,Nearest Neighbors,4,0.6286871023713129,1.0622169971466064
wiki-zh,/data/llmweights/gpt2-xl,32,16,MLP,4,0.6431463273568536,0.8873322010040283
wiki-zh,/data/llmweights/gpt2-xl,32,16,Logistic Regression,4,0.637941006362059,0.3735957145690918
wiki-zh,/data/llmweights/gpt2-xl,32,16,Nearest Neighbors,5,0.6009253903990746,1.119140625
wiki-zh,/data/llmweights/gpt2-xl,32,16,MLP,5,0.6628108733371891,1.0317516326904297
wiki-zh,/data/llmweights/gpt2-xl,32,16,Logistic Regression,5,0.6610757663389243,0.2855663299560547
wiki-zh,/data/llmweights/gpt2-xl,64,16,Nearest Neighbors,1,0.6506651243493349,1.0225296020507812
wiki-zh,/data/llmweights/gpt2-xl,64,16,MLP,1,0.6668594563331406,1.3658866882324219
wiki-zh,/data/llmweights/gpt2-xl,64,16,Logistic Regression,1,0.6518218623481782,0.344012975692749
wiki-zh,/data/llmweights/gpt2-xl,64,16,Nearest Neighbors,2,0.5685367264314632,1.1280522346496582
wiki-zh,/data/llmweights/gpt2-xl,64,16,MLP,2,0.5910931174089069,1.6875433921813965
wiki-zh,/data/llmweights/gpt2-xl,64,16,Logistic Regression,2,0.6119144013880856,0.32181596755981445
wiki-zh,/data/llmweights/gpt2-xl,64,16,Nearest Neighbors,3,0.6795835743204164,1.0637743473052979
wiki-zh,/data/llmweights/gpt2-xl,64,16,MLP,3,0.6992481203007519,1.3298430442810059
wiki-zh,/data/llmweights/gpt2-xl,64,16,Logistic Regression,3,0.6732215153267784,0.34391140937805176
wiki-zh,/data/llmweights/gpt2-xl,64,16,Nearest Neighbors,4,0.550028918449971,1.1126062870025635
wiki-zh,/data/llmweights/gpt2-xl,64,16,MLP,4,0.5939849624060151,1.7399053573608398
wiki-zh,/data/llmweights/gpt2-xl,64,16,Logistic Regression,4,0.5841526894158473,0.3358626365661621
wiki-zh,/data/llmweights/gpt2-xl,64,16,Nearest Neighbors,5,0.6200115673799884,1.2913780212402344
wiki-zh,/data/llmweights/gpt2-xl,64,16,MLP,5,0.637941006362059,1.7687485218048096
wiki-zh,/data/llmweights/gpt2-xl,64,16,Logistic Regression,5,0.6078658183921342,0.3492248058319092
wiki-zh,/data/llmweights/gpt2-xl,128,16,Nearest Neighbors,1,0.5748987854251012,1.138848066329956
wiki-zh,/data/llmweights/gpt2-xl,128,16,MLP,1,0.6246385193753615,3.5247232913970947
wiki-zh,/data/llmweights/gpt2-xl,128,16,Logistic Regression,1,0.6495083863504916,0.3762352466583252
wiki-zh,/data/llmweights/gpt2-xl,128,16,Nearest Neighbors,2,0.5922498554077501,1.1596686840057373
wiki-zh,/data/llmweights/gpt2-xl,128,16,MLP,2,0.6026604973973395,5.325102090835571
wiki-zh,/data/llmweights/gpt2-xl,128,16,Logistic Regression,2,0.6153846153846154,0.38343238830566406
wiki-zh,/data/llmweights/gpt2-xl,128,16,Nearest Neighbors,3,0.6205899363794101,1.0119342803955078
wiki-zh,/data/llmweights/gpt2-xl,128,16,MLP,3,0.6471949103528051,3.571164846420288
wiki-zh,/data/llmweights/gpt2-xl,128,16,Logistic Regression,3,0.6344707923655292,0.3779106140136719
